image-food-restaurant;image-food;Restaurant;Restaurant;Restaurant;Ristorante;2026-05-26T14:48:44.8727797+00:00
image-indoor-library;image-indoor;Library;Bibliothek;Bibliothèque;Biblioteca;2026-05-26T15:04:43.179232+00:00
image-food-room-service;image-food;Room service;Zimmerservice;Service en chambre;Servizio in camera;2026-05-26T15:04:43.613491+00:00
image-food-snack-bar;image-food;Snack bar;Snack Bar;Snack-bar;Tavola calda;2026-05-26T14:48:45.5089339+00:00
image-indoor-entrance;image-indoor;Entrance area;Eingangsbereich;Entrée;Entrata;2026-05-26T14:48:45.9661658+00:00
image-indoor-lounge;image-indoor;Lounge;Lounge;Salon;Salotto;2026-05-26T15:04:44.0837879+00:00
image-indoor-lobby;image-indoor;Lobby;Lobby;Lobby;Atrio;2026-05-26T15:04:43.8227851+00:00
image-indoor-reception;image-indoor;Reception;Rezeption;Réception;Ricevimento;2026-05-26T14:48:46.9499672+00:00
image-outdoor-exterior;image-outdoor;Exterior;Aussenansicht;Dehors;Fuori;2026-05-26T14:48:48.9962819+00:00
image-outdoor-garden;image-outdoor;Garden;Garten;Jardin;Giardino;2026-05-26T14:48:48.2040825+00:00
image-sport-bike-storage;image-sport;Bike storage;Bikeraum;Local à vélos;Deposito bici;2026-05-26T15:04:44.0174581+00:00
image-outdoor-terrace-balcony;image-outdoor;Terrace/Balcony;Terrasse/Balkon;Terrasse/Balcon;Terrazza/Balcone;2026-05-26T14:48:50.5655298+00:00
image-sport-fitness-room;image-sport;Fitness Room;Fitness Raum;Salle de fitness;Sala fitness;2026-05-26T15:04:44.4911726+00:00
image-sport-e-bike-charging-stations;image-sport;Charging stations for E-Bike;Aufladestation für E-Bikes;Borne de recharge pour vélos électriques;Stazione di ricarica per e-bike;2026-05-26T14:48:51.6180042+00:00
image-sport-golf-course;image-sport;Golf course;Golfplatz;Terrain de golf;Golf;2026-05-26T15:04:44.6289417+00:00
image-sport-ski-equipment-storage;image-sport;Ski equipment storage;Skiraum;Ski;Sci;2026-05-26T15:04:44.9434969+00:00
image-sport-indoor-swimming-pool;image-sport;Indoor swimming pool;Indoor Swimming Pool;Piscine intérieure;Piscina coperta;2026-05-26T15:04:45.1088797+00:00
image-wellness-relaxation-room;image-wellness;Relaxation room;Ruheraum;Salle de relaxation;Sala relax;2026-05-26T15:04:45.2220851+00:00
image-wellness-steam-bath;image-wellness;Steam bath;Dampfbad;Bain de vapeur;Vapore;2026-05-26T14:48:51.1336509+00:00
image-wellness-sauna;image-wellness;Sauna;Sauna;Sauna;Sauna;2026-05-26T15:04:45.8935742+00:00
image-wellness-thermal-baths;image-wellness;Thermal baths;Thermalbad;Bain thermal;Terme;2026-05-26T14:48:52.1955885+00:00
image-wellness-whirlpool-jacuzzi;image-wellness;Whirlpool or Jacuzzi;Jacuzzi;Jacuzzi;Idromassaggio;2026-05-26T14:48:52.760714+00:00
image-wellness-treatments;image-wellness;Wellness treatments;Wellness Anwendungen;Soins de bien-être;Trattamenti Benessere;2026-05-26T14:48:57.0383488+00:00
image-sport-outdoor-swimming-pool;image-sport;Outdoor swimming pool;Outdoor Swimming Pool;Piscine extérieure;Piscina all'aperto;2026-05-26T14:48:53.2300185+00:00
image-saisonality-summer;image-saisonality;Summer;Sommer;Été;Estate;2026-05-26T15:04:45.6727923+00:00
areascope-local;areascope;Local;Lokal;Local;Locale;2026-05-26T14:48:56.0571392+00:00
areascope-national;areascope;National;National;National;Nazionale;2026-05-26T14:48:57.5357146+00:00
areascope-regional;areascope;Regional;Regional;Régional;Regionale;2026-05-26T14:48:57.4450527+00:00
image-saisonality-winter;image-saisonality;Winter;Winter;Hiver;Inverno;2026-05-26T14:49:07.2639558+00:00
located-at-city;located-at;City;Stadt;Ville;Città;2026-05-26T15:04:57.4149574+00:00
located-at-lake;located-at;Lake;See;Lac;Lago;2026-05-26T15:04:57.7956437+00:00
located-at-city-centre;located-at;City centre;Stadtzentrum;Centre-ville;Centro;2026-05-26T14:49:56.0635881+00:00
located-at-countryside;located-at;Countryside;Landleben;Campagne;Campagna;2026-05-26T15:05:14.0183714+00:00
located-at-river;located-at;River;Fluss;Fleuve;Fiume;2026-05-26T15:05:13.1565692+00:00
located-at-mountains;located-at;Mountains;Berge;Montagnes;Montagne;2026-05-26T14:49:38.1545302+00:00
located-at-airport;located-at;Airport;Flughafen;Aéroport;Aeroporto;2026-05-26T15:05:11.8850652+00:00
culinary-lactosefree;culinary;Lactose-free;Laktosefrei;Sans lactose;Senza lattosio;2026-05-26T14:49:38.3722268+00:00
culinary-coffeeandcake;culinary;Coffee and cake;Kaffee und Kuchen;Café et gâteau;Caffè e torta;2026-05-26T15:05:26.6763678+00:00
culinary-swiss;culinary;Swiss;Schweizerisch;Suisse;Svizzero;2026-05-26T14:49:40.2116572+00:00
price-range-low;price-range;Low;Niedrig;Faible;Basso;2026-05-26T14:50:01.2462047+00:00
price-range-mid;price-range;Mid;Mittel;Moyen;Medio;2026-05-26T15:05:15.4191822+00:00
price-range-high;price-range;High;Hoch;Haut;Alto;2026-05-26T15:05:23.3698228+00:00
trail-summittour;trail;Summit tour;Gipfeltour;Tour du sommet;Tour in vetta;2026-05-26T15:05:31.7125861+00:00
accesssitios-hs-accessiblebreakfastarea;accesssitios-hs;accessible breakfast area;barrierefreier Frühstücksbereich;Espace petit déjeuner accessible en fauteuil roulant;Area colazione priva di barriere architettoniche;2026-05-26T14:50:22.2441977+00:00
accessibility-wheelchair-partiallyaccessible;accessibility;partially wheelchair accessible;eingeschränkt rollstuhlgängig;partiellement accessible en fauteuil roulant;parzialmente accessibile in sedia a rotelle;2026-05-26T14:50:25.1403873+00:00
accesssitios-hs-accessiblehotelroom;accesssitios-hs;accessible rooms;barrierefreies Zimmer;Chambre accessible;Camera priva di barriere architettoniche;2026-05-26T14:50:22.502795+00:00
accesssitios-hs-accessiblebathroom;accesssitios-hs;accessible bathroom with roll-in shower;barrierefreies Badezimmer;Salle de bains adaptée aux fauteuils roulants;Bagno privo di barriere architettoniche;2026-05-26T15:05:55.7349009+00:00
accesssitios-hs-accessibleindoorpool;accesssitios-hs;accessible indoor pool;Hallenbad barrierefrei;Piscine intérieure adaptée aux fauteuils roulants;Piscina coperta priva di barriere architettoniche;2026-05-26T15:05:55.1943791+00:00
accesssitios-hs-accessibleoutdoorpool;accesssitios-hs;accessible outdoor pool;Aussenschwimmbad barrierefrei;Piscine extérieure adaptée aux fauteuils roulants;Piscina all'aperto priva di barriere architettoniche;2026-05-26T14:50:30.6934924+00:00
accesssitios-hs-accessiblepublictoilet;accesssitios-hs;Public toilet wheelchair accessible;rollstuhlgängige öffentliche Toilette;Toilettes publiques adaptées aux fauteuils roulants;Servizi igienici pubblici accessibili alle sedie a rotelle;2026-05-26T15:05:58.1467368+00:00
accesssitios-hs-accessiblepublicarea;accesssitios-hs;Public areas accessible;Öffentliche Bereiche barrierefrei;Espaces publics accessibles en fauteuil roulant;Aree comuni prive di barriere architettoniche;2026-05-26T14:50:31.3306362+00:00
accesssitios-hs-bathtub;accesssitios-hs;Bathtub available;Badewannne vorhanden;Baignoire disponible;Vasca da bagno disponibile;2026-05-26T15:05:55.9157463+00:00
accesssitios-hs-accessiblelift;accesssitios-hs;Wheelchair accessible lift;Lift barrierefrei;Ascenseur accessible;Ascensore privo di barriere architettoniche;2026-05-26T14:50:42.1181533+00:00
accesssitios-hs-bedheight4550;accesssitios-hs;Bed height 45-50 cm;Betthöhe 45–50 cm;Hauteur du lit 45-50 cm;Altezza del letto 45-50 cm;2026-05-26T15:06:09.2968338+00:00
accesssitios-hs-forgroups;accesssitios-hs;suitable for groups;für Gruppen geeignet;approprié pour des groupes;ideale per gruppi;2026-05-26T14:51:02.1697641+00:00
accesssitios-hs-bedheightelectrically;accesssitios-hs;Electrically height-adjustable bed;elektrisch höhenverstellbares Bett;Lit à hauteur réglable électriquement;Letto regolabile elettricamente in altezza;2026-05-26T15:06:01.7575641+00:00
accesssitios-hs-bedunderrunable;accesssitios-hs;Bed usable for hoists;Bett unterfahrbar;Hauteur du bord inférieur du lit d’au moins 13 cm;Letto con spazio libero sotto il letto per inserire il sollevatore;2026-05-26T14:50:42.7472624+00:00
accesssitios-hs-graprails;accesssitios-hs;Handles available;Haltegriffe vorhanden;Barres d’appui disponibles;Maniglie di sostegno disponibili;2026-05-26T14:50:51.0828382+00:00
accesssitios-hs-hearingimpaired;accesssitios-hs;Offers for guests with hearing impairments;Angebote für Gäste mit Hörbehinderung;Offres destinées aux personnes avec handicap auditif;Offerte per ospiti con ipoacusia (sorde o disabilità uditiva);2026-05-26T15:06:01.2419893+00:00
accesssitios-hs-parking;accesssitios-hs;Wheelchair accessible parking space;Rollstuhlparkplatz vorhanden;Place de parc adaptée aux fauteuils roulants;Parcheggio accessibile in sedia a rotelle;2026-05-26T15:06:04.0146067+00:00
accesssitios-hs-partiallyaccessiblehotelroom;accesssitios-hs;partially accessible room;bedingt barrierefreies Zimmer;Chambre partiellement accessible;Camera in parte priva di barriere architettoniche;2026-05-26T15:06:09.4149775+00:00
accesssitios-hs-hotelspitex;accesssitios-hs;Hotelspitex;Hotelspitex;Hotelspitex;Hotelspitex;2026-05-26T14:51:02.9769257+00:00
accesssitios-hs-partiallyaccessiblelift;accesssitios-hs;Lift partly accessible;Lift bedingt barrierefrei;Ascenseur partiellement accessible;Ascensore in parte privo di barriere architettoniche;2026-05-26T15:06:18.8087157+00:00
accesssitios-hs-partiallyaccessiblepublicarea;accesssitios-hs;Public areas partially accessible;Öffentliche Bereiche bedingt barrierefrei;Espaces publics partiellement accessibles en fauteuil roulant;Aree comuni in parte prive di barriere architettoniche;2026-05-26T15:06:20.1545829+00:00
accesssitios-hs-partiallyaccessiblepublictoilet;accesssitios-hs;Public toilet partially wheelchair accessible;bedingt rollstuhlgängige öffentliche Toilette;Toilettes publiques partiellement adaptées aux fauteuils roulants;Servizi igienici pubblici con accesso limitato alle sedie a rotelle;2026-05-26T15:06:17.5575664+00:00
accesssitios-hs-showerchair;accesssitios-hs;Shower chair;Duschstuhl;Chaise de douche;Sedia da doccia;2026-05-26T14:51:04.4104395+00:00
accesssitios-hs-poollift;accesssitios-hs;Pool lift available;Pool-Lift vorhanden;Élévateur de piscine disponible;Sollevatore per piscina presente;2026-05-26T15:06:25.8068182+00:00
accesssitios-hs-sideentrance;accesssitios-hs;Access only via side entrance;Zugang nur über Nebeneingang;Accès uniquement par l'entrée secondaire;Accesso solo da ingresso laterale;2026-05-26T15:06:26.213084+00:00
accesssitios-hs-washbowlunderrunable;accesssitios-hs;accessible washbasin in the hotel room;unterfahrbares Waschbecken im Hotelzimmer;Espace sous le lavabo adapté aux fauteuils roulants dans une chambre d'hôtel;Lavandino adatto a sedia a rotelle;2026-05-26T15:06:22.557241+00:00
accesssitios-hs-visuallyimpaired;accesssitios-hs;Offers for guests with visual impairments;Angebote für Gäste mit Sehbehinderung;Offres destinés aux personnes avec handicap visuel;Offerte per ospiti ipovedenti;2026-05-26T15:06:26.8744665+00:00
accesssitios-parking-accessible;accesssitios;Parking place wheelchair accessible;Parkplatz rollstuhlgängig;Place de parc accessible en fauteuil roulant;Parcheggio accessibile in sedia a rotelle;2026-05-26T14:51:05.0487925+00:00
accesssitios-inductivehearing;accesssitios;Magnetic loop;Induktionsschleife vorhanden;Boucle magnétique;Sistema a induzione magnetica;2026-05-26T14:51:05.7209991+00:00
accesssitios-hs-wheelchairshuttle;accesssitios-hs;Wheelchair accessible hotel shuttle;Rollstuhlshuttle / -taxi;Service de navette adapté aux fauteuils roulants;Servizio Shuttle/ Taxi accessibile in sedia a rotelle;2026-05-26T15:06:30.3854298+00:00
accesssitios-parking-partiallyaccessible;accesssitios;Parking place partially wheelchair accessible;Parkplatz eingeschränkt rollstuhlgängig;Place de parc partiellement accessible en fauteuil roulant;Parcheggio parzialmente accessibile in sedia a rotelle;2026-05-26T14:51:10.8997707+00:00
accesssitios-parking-inaccessible;accesssitios;Parking place not wheelchair accessible;Parkplatz nicht rollstuhlgängig;Pas de places de stationnement accessibles;Parcheggio non accessibile in sedia a rotelle;2026-05-26T14:51:06.3274166+00:00
accesssitios-service-disabilityhearing;accesssitios;Facilities for persons with hearing impairments;Anlagen / Einrichtungen für Menschen mit Hörbehinderung;Aménagements pour personnes handicapées de l'ouïe;Impianti/strutture per persone con handicap uditivi;2026-05-26T15:06:43.8449077+00:00
accesssitios-service-disabilitycognitive;accesssitios;Facilities for persons with cognitive impairments;Angebot für Menschen mit kognitiver Beeinträchtigung;Aménagements pour personnes avec déficience intellectuelle;Offerta per persone con disturbi cognitivi;2026-05-26T15:06:30.6324339+00:00
accesssitios-service-disabilityvisual;accesssitios;Facilities for persons with visual impairments;Anlagen / Einrichtungen für Menschen mit Sehbehinderung;Aménagements pour personnes handicapées de la vue;Impianti/strutture per persone con handicap visivi;2026-05-26T15:06:34.4119958+00:00
accesssitios-toilet-accessible;accesssitios;Toilets wheelchair accessible;WC rollstuhlgängig;Toilettes accessibles en fauteuil roulant;WC accessibile in sedia a rotelle;2026-05-26T15:06:31.0823268+00:00
accesssitios-signlanguage;accesssitios;Offer in sign language;Angebot in Gebärdensprache;Offres en langue des signes;Offerta nella lingua dei segni;2026-05-26T14:51:30.864481+00:00
accesssitios-toilet-inaccessible;accesssitios;Toilets not wheelchair accessible;WC nicht rollstuhlgängig;Toilettes non accessibles en fauteuil roulant;WC non accessibile in sedia a rotelle;2026-05-26T15:06:34.9421768+00:00
accesssitios-toilet-partiallyaccessible;accesssitios;Toilets partially wheelchair accessible;WC eingeschränkt rollstuhlgängig;Toilettes partiellement accessibles en fauteuil roulant;WC parzialmente accessibile in sedia a rotelle;2026-05-26T15:06:41.517449+00:00
accesssitios-wheelchair-accessible;accesssitios;Wheelchair accessible;rollstuhlgängig;accessible en fauteuil roulant;accessibile in sedia a rotelle;2026-05-26T15:06:44.2954545+00:00
accesssitios-wheelchair-inaccessbile;accesssitios;not wheelchair accessible;nicht rollstuhlgängig;non accessible en fauteuil roulant;non accessibile in sedia a rotelle;2026-05-26T14:51:31.9348077+00:00
accesssitios-wheelchair-partiallyaccessible;accesssitios;partially wheelchair accessible;eingeschränkt rollstuhlgängig;partiellement accessible en fauteuil roulant;parzialmente accessibile in sedia a rotelle;2026-05-26T14:51:38.7475385+00:00
accesssitios-walkingdisability-accessible;accesssitios;accessible for persons with walking impediments;zugänglich für Menschen mit einer Gehbehinderung;accessible pour personnes avec handicap de la marche;accessibile alle persone con difficoltà di deambulazione;2026-05-26T15:07:06.1643435+00:00
tso_gratis-tso-test;campaign;gratis TSO Test;gratis TSO Test;gratis TSO Test;gratis TSO Test;2025-02-17T07:32:09.9320159+00:00
tso_gratis-test;campaign;gratis Test;gratis Test;gratis Test;gratis Test;2025-02-17T07:32:11.3357765+00:00
price-range-event-package-300;price-range-event-package;Package without overnight: more than CHF 301;Pauschale ohne Übernachtung: über CHF 301;Forfait sans nuitée : plus de CHF 301;Pacchetto senza pernottamento: oltre CHF 301.–;2026-05-26T14:53:46.5926865+00:00
price-range-event-package-overnight-200;price-range-event-package-overnight;Package with overnight: 200-300 CHF;Pauschale mit Übernachtung: 200-300 CHF;Forfait avec nuitée : 200-300 CHF;Pacchetto con pernottamento: 200-300 CHF;2026-05-26T14:53:47.6268185+00:00
price-range-event-package-150;price-range-event-package;Package without overnight: 151 - 200 CHF;Pauschale ohne Übernachtung: 151 - 200 CHF;Forfait sans nuitée : 151 - 200 CHF;Pacchetto senza pernottamento: 151 - 200 CHF;2026-05-26T14:53:47.2655435+00:00
price-range-event-package-200;price-range-event-package;Package without overnight: 201 - 300 CHF;Pauschale ohne Übernachtung: 201 - 300 CHF;Forfait sans nuitée : 201 - 300 CHF;Pacchetto senza pernottamento: 201 - 300 CHF;2026-05-26T14:53:48.1710667+00:00
price-range-event-package-80;price-range-event-package;Package without overnight: 80 - 150 CHF;Pauschale ohne Übernachtung: 80 - 150 CHF;Forfait sans nuitée : 80 - 150 CHF;Pacchetto senza pernottamento: 80 - 150 CHF;2026-05-26T15:08:18.2345121+00:00
price-range-event-package-overnight-450;price-range-event-package-overnight;Package with overnight: more than CHF 451;Pauschale mit Übernachtung: über CHF 451;Forfait avec nuitée : plus de CHF 451;Pacchetto con pernottamento: oltre CHF 451.–;2026-05-26T14:53:48.52404+00:00
price-range-event-package-overnight-300;price-range-event-package-overnight;Package with overnight: 301 - 450 CHF;Pauschale mit Übernachtung: 301 - 450 CHF;Forfait avec nuitée : 301 - 450 CHF;Pacchetto con pernottamento: 301 - 450 CHF;2026-05-26T14:53:48.7173109+00:00
profile-culture-5;profile-culture;Culture high;Kultur hoch;Élevée culturelle;Cultura alta;2025-02-24T12:59:06.8542497+00:00
profile-culture-3;profile-culture;Culture medium;Kultur mittel;Milieu de culture;Terreno di coltura;2025-02-24T12:59:06.393519+00:00
profile-enjoyment-3;profile-enjoyment;Enjoyment medium;Genuss mittel;Stimulant;Stimolanti;2025-02-27T08:47:47.7175447+00:00
profile-culture-1;profile-culture;Culture low;Kultur niedrig;Culture faible;Cultura bassa;2025-02-24T12:59:05.3275153+00:00
profile-fun-3;profile-fun;Fun medium;Spass mittel;Média amusant;Mezzo divertente;2025-02-24T12:54:59.1307257+00:00
profile-relaxation-3;profile-relaxation;Relaxation medium;Entspannung mittel;Milieu de relaxation;Mezzo di rilassamento;2025-02-24T12:59:10.6033449+00:00
profile-sport-3;profile-sport;Sport medium;Sport mittel;Sport moyen;Mezzo sportivo;2025-02-24T12:59:44.0359824+00:00
tso_test-projekt-tso-ost;campaign;Test Projekt TSO OST;Test Projekt TSO OST;Test Projekt TSO OST;Test Projekt TSO OST;2025-02-24T09:57:14.0665627+00:00
tso_test2-tso;campaign;test2_tso;test2_tso;test2_tso;test2_tso;2025-07-02T02:53:18.7140771+00:00
seasonality-year-round;seasonality;Perennial;Ganzjährig;Pérenne;Perenne;2026-05-26T14:54:03.2734724+00:00
atmosphere-arena;atmosphere;arena;Arena;Arène;Arena;2026-05-26T15:08:37.1279198+00:00
atmosphere-leisure;atmosphere;leisure;Freizeit;Loisir;Tempo libero;2026-05-26T14:54:11.3819557+00:00
atmosphere-classic;atmosphere;classic;Klassisch;Classique;Classico;2026-05-26T15:08:37.6885502+00:00
atmosphere-historic;atmosphere;historic;Historisch;Historique;Storico;2026-05-26T14:54:12.0416489+00:00
atmosphere-industrial;atmosphere;industrial;Industrial;Industriel;Industriale;2026-05-26T14:54:11.733534+00:00
atmosphere-rustic;atmosphere;rustic;Urchig;Urchig;Urchig;2026-05-26T15:08:37.7455568+00:00
atmosphere-outdoor;atmosphere;outdoor;Outdoor;Extérieur;All’aperto;2026-05-26T14:54:11.9087883+00:00
audience-info-beginner;audience-info;Beginner;Beginner;Débutant;Principiante;2026-05-26T14:54:12.2556313+00:00
atmosphere-theater;atmosphere;theaterhall;Theatersaal;Auditorium;Auditorio;2026-05-26T14:54:13.2425101+00:00
audience-info-residents;audience-info;Native;Einheimisch;Indigène;Nativo;2026-05-26T14:54:12.4582904+00:00
atmosphere-modern;atmosphere;modern;Modern;Moderne;Moderno;2026-05-26T15:08:37.6655169+00:00
audience-info-instructor;audience-info;Ski instructor;Skilehrer;Moniteur de ski;Maestro di sci;2026-05-26T14:54:12.731406+00:00
tso_ost-test-views;campaign;OST Test Views;OST Test Views;OST Test Views;OST Test Views;2025-05-26T07:53:11.4916009+00:00
image-event-venue;image-event;Venue;Veranstaltungsort;Lieu;Sede;2026-05-26T15:08:39.8125453+00:00
image-bathroom;image;Bathroom;Badezimmer;Salle de Bains;Stanza da bagno;2026-05-26T14:54:13.425586+00:00
image-entrance;image;Entrance;Eingang;Entrée;Entrata;2026-05-26T15:08:39.3153812+00:00
image-outdoor-exterior-autumn;image-outdoor;Exterior autumn;Aussenansicht Herbst;Vue extérieure de l’automne;Vista esterna dell'autunno;2026-05-26T15:08:39.2111141+00:00
image-outdoor-exterior-spring;image-outdoor;Exterior spring;Aussenansich Frühling;À l’extérieur du printemps;Primavera esterna;2026-05-26T15:08:40.4614206+00:00
image-outdoor-exterior-summer;image-outdoor;Exterior summer;Aussenansicht Sommer;Vue extérieure été;Vista esterna estate;2026-05-26T14:54:13.7306379+00:00
image-outdoor-exterior-winter;image-outdoor;Exterior winter;Aussenansicht Winter;Vue extérieure hiver;Vista esterna inverno;2026-05-26T14:54:13.9425671+00:00
image-reception;image;Reception;Rezeption;Réception;Ricevimento;2026-05-26T15:08:41.4153299+00:00
life-après-ski;life;Après Ski;Après Ski;Après-ski;Après Ski;2026-05-26T14:54:14.3365796+00:00
school-level-secondary-second grade;school-level;2. Secondary education;2. Sekundarstufe;2. Enseignement secondaire;2. Istruzione secondaria;2026-05-26T15:08:40.6734171+00:00
school-level-secondary-first grade;school-level;1. Secondary education;1. Sekundarstufe;1. Enseignement secondaire;1. Istruzione secondaria;2026-05-26T15:08:41.2435549+00:00
culinary-african;culinary;Africa;Afrika;Afrique;Africa;2026-05-26T15:08:43.8709171+00:00
culinary-catering;culinary;Catering service;Catering-Service;Service traiteur;Servizio catering;2026-05-26T15:08:43.4838879+00:00
culinary-iberian;culinary;Iberian specialties;Iberische Spezialitäten;Spécialités ibériques;Specialità iberiche;2026-05-26T15:08:43.9522237+00:00
culinary-vietnam;culinary;Vietnam;Vietnam;Viêt Nam;Vietnam;2026-05-26T15:08:45.8095724+00:00
culinary-takeaway;culinary;Takeaway;Takeaway;Emporter;Da asporto;2026-05-26T14:54:19.0383161+00:00
culinary-turkish;culinary;Turkish specialties;Türkische Spezialitäten;Spécialités turques;Specialità turche;2026-05-26T15:08:45.8773549+00:00
culinary-northafrica;culinary;North African specialties;Nordafrikanische Spezialitäten;Spécialités nord-africaines;Specialità nordafricane;2026-05-26T15:08:52.7039277+00:00
culinary-delivery;culinary;Delivery service;Lieferdienst;Service de livraison;Servizio di consegna;2026-05-26T15:08:44.5088539+00:00
culinary-centralamerica;culinary;Central America;Mittelamerika;Amérique centrale;America centrale;2026-05-26T15:08:44.8082787+00:00
culinary-homestyle;culinary;Home-style;Gutbürgerlich;Style maison;Stile casalingo;2026-05-26T14:54:18.5005521+00:00
culinary-china;culinary;Chinese;Chinesisch;Chinois;Cinese;2026-05-26T14:54:18.5373022+00:00
culinary-fusion;culinary;Fusion Cuisine;Fusion Cuisine;Fusion Cuisine;Cucina Fusion;2026-05-26T15:08:45.2927051+00:00
culinary-persian;culinary;Persian;Persisch;Perse;Farsi;2026-05-26T15:08:44.810746+00:00
atmosphere-water;atmosphere;at waterside;Am Wasser;Près de l’eau;Vicino all'acqua;2026-05-26T15:08:45.3497747+00:00
atmosphere-rural;atmosphere;rural;Ländlich;Rural;Rurale;2026-05-26T15:08:48.8223466+00:00
tso_test-tag-1;campaign;Test Tag 1;Test Tag 1;Test Tag 1;Test Tag 1;2025-11-03T11:08:06.2722575+00:00
tso_test-tag-2;campaign;Test Tag 2;Test Tag 2;Test Tag 2;Test Tag 2;2025-11-03T11:08:05.6553625+00:00
tso_test-tag-3;campaign;Test Tag 3;Test Tag 3;Test Tag 3;Test Tag 3;2025-11-03T11:08:13.41452+00:00
gdl-feed-kire;gdl-feed;Kinderregion GDL feed;Kinderregion GDL feed;Flux GDL de la région des enfants;Feed GDL della Regione dei Bambini;2026-05-26T15:09:22.1220718+00:00
month-january;month;January;Januar;Janvier;Gennaio;2026-05-26T15:09:25.3790437+00:00
month-december;month;December;Dezember;Décembre;Dicembre;2026-05-26T15:09:26.150196+00:00
month-august;month;August;August;Août;Agosto;2026-05-26T14:54:46.7778062+00:00
month-february;month;February;Februar;Février;Febbraio;2026-05-26T14:54:47.0924279+00:00
month-june;month;June;Juni;Juin;Giugno;2026-05-26T14:54:47.3307643+00:00
month-july;month;July;Juli;Juillet;Luglio;2026-05-26T15:09:47.7265112+00:00
month-march;month;March;März;Mars;Marzo;2026-05-26T15:09:36.137633+00:00
month-april;month;April;April;Avril;Aprile;2026-05-26T14:54:47.5591264+00:00
month-may;month;May;Mai;Mai;Maggio;2026-05-26T14:54:54.1206071+00:00
month-november;month;November;November;Novembre;Novembre;2026-05-26T14:56:21.1526807+00:00
month-september;month;September;September;Septembre;Settembre;2026-05-26T14:56:37.8594878+00:00
month-october;month;October;Oktober;Octobre;Ottobre;2026-05-26T14:57:04.1263547+00:00
accesssitios-qualityinfo-selfdeclared;accesssitios-qualityinfo;Verified by the business;Vom Betrieb geprüft;Vérifié par l'entreprise;Verificato dall'azienda;2026-06-15T08:18:54.3446265+00:00
accesssitios-qualityinfo-none;accesssitios-qualityinfo;Not verified;Ungeprüft;Non vérifié;Non verificato;2026-06-15T08:18:55.1023777+00:00
accesssitios-qualityinfo-audited;accesssitios-qualityinfo;Verified by specialist organization;Von Fachorganisation geprüft;Vérifié par une organisation professionnelle;Verificato da un'organizzazione specializzata;2026-06-15T08:19:01.0240956+00:00
